Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Tmin;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-02-03;09:10:18;ZPc005;0000;8;AFF1FF611FF---1FF-------------;;399.713;0.1243917;;20582.09;-144.4698;;749.46;100.25;2692;1648;25.03;25.38;23.69;24.44;1499.5;29.5;2.1;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-02-03;09:21:16;ZPi005;0000;8;AFF1FF611FF---1FF-------------;CO2 Curve;398.6871;0.0677892;;20574.21;-66.13628;;749.61;100.27;2706;1678;25.02;26.15;24.98;24.85;1500.2;0.6;1.7;7;;;;;;;;;;;;830;;;;;;;;;;;
2021-02-03;09:25:17;MP_005;0104;8;AFF1FF611FF---1FF-------------;;398.8103;0.0677892;-9.622663;20565.55;-66.13628;1070.687;749.66;100.27;2711;1652;25.03;26.12;25.24;24.98;1500.5;0.6;1.6;7;68.59;1.088928;12.38828;87.89986;8.657017;229.5021;389.12;21702.4;;;;814;;;;;;;;;;;
2021-02-03;09:25:48;MP_005;0104;8;AFF1FF611FF---1FF-------------;;398.7809;0.0677892;-9.866143;20561.21;-66.13628;1101.449;749.64;100.27;2713;1656;25.06;26.11;25.13;25.01;1499.9;0.6;1.6;7;68.55;1.118398;12.33776;90.64833;8.873787;230.1503;388.82;21732.6;;;;810;882;;;0.0816;51.42;0.0816;0.0000;;;;0.840
2021-02-03;09:29:03;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;296.331;-6.577383E-02;;20573.29;-72.37797;;749.68;100.27;2715;1686;25.00;26.07;24.33;25.05;1499.9;0.5;1.8;7;;;;;;;;;;;;778;;;;;;;;;;;
2021-02-03;09:33:03;MP_005;0104;8;AFF1FF611FF---1FF-------------;;299.6996;-6.577383E-02;-9.001142;20548.93;-72.37797;1310.013;749.70;100.27;2718;1693;24.96;25.94;23.44;24.99;1499.7;0.6;1.7;7;69.62;1.324525;11.7903;112.3402;7.988449;175.5451;290.76;21931.3;;;;762;;;;;;;;;;;
2021-02-03;09:33:34;MP_005;0104;8;AFF1FF611FF---1FF-------------;;299.8539;-6.577383E-02;-9.035236;20544.13;-72.37797;1325.602;749.59;100.27;2720;1688;24.97;25.93;22.86;24.93;1499.9;0.6;2.1;7;69.62;1.339286;11.76135;113.8718;8.014753;176.7689;290.86;21946.3;;;;762;833;;;0.0852;53.69;0.0852;0.0000;;;;0.840
2021-02-03;09:36:49;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;200.2796;-5.018845E-02;;20569.25;-78.39315;;749.70;100.27;2719;1716;24.94;25.91;22.39;24.89;1499.7;0.5;2.0;7;;;;;;;;;;;;738;;;;;;;;;;;
2021-02-03;09:40:49;MP_005;0104;8;AFF1FF611FF---1FF-------------;;199.7641;-5.018845E-02;-6.136559;20538.29;-78.39315;1569.632;749.53;100.26;2718;1708;25.02;26.00;24.95;24.91;1500.0;0.6;1.6;7;70.14;1.579088;11.66886;135.325;5.396556;128.5346;193.68;22186.3;;;;726;;;;;;;;;;;
2021-02-03;09:41:20;MP_005;0104;8;AFF1FF611FF---1FF-------------;;199.5491;-5.018845E-02;-6.156991;20541.14;-78.39315;1593.16;749.90;100.27;2719;1724;25.08;25.99;24.88;24.94;1499.9;0.6;1.6;7;70.01;1.602488;11.61259;137.9958;5.414428;129.301;193.43;22218.9;;;;726;788;;;0.0787;49.56;0.0787;0.0000;;;;0.840
2021-02-03;09:44:35;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;96.60749;-0.1380454;;20543.53;-84.05978;;749.56;100.27;2720;1725;25.03;26.01;25.09;25.05;1499.5;0.7;1.6;7;;;;;;;;;;;;706;;;;;;;;;;;
2021-02-03;09:48:35;MP_005;0104;8;AFF1FF611FF---1FF-------------;;98.35908;-0.1380454;-2.215105;20539.94;-84.05978;1786.786;749.78;100.30;2722;1707;24.99;25.94;23.58;25.09;1500.0;0.6;1.8;7;71.03;1.793599;11.29696;158.7682;1.77398;77.32178;96.28;22410.8;;;;695;;;;;;;;;;;
2021-02-03;09:49:06;MP_005;0104;8;AFF1FF611FF---1FF-------------;;98.79071;-0.1380454;-2.208044;20549;-84.05978;1769.88;749.67;100.30;2722;1725;25.03;25.93;23.47;25.09;1499.0;0.6;2.1;7;70.81;1.777114;11.28564;157.4668;1.767873;77.67924;96.73;22401.6;;;;694;746;;;0.0697;43.88;0.0697;0.0000;;;;0.840
2021-02-03;09:52:21;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;50.49693;-0.1871286;;20562.93;-94.08605;;749.68;100.30;2725;1690;24.97;25.90;22.80;24.99;1499.9;0.6;1.6;7;;;;;;;;;;;;686;;;;;;;;;;;
2021-02-03;09:56:21;MP_005;0104;8;AFF1FF611FF---1FF-------------;;48.88677;-0.1871286;-0.2011094;20546.59;-94.08605;1673.322;749.50;100.30;2727;1681;25.03;25.97;25.09;24.87;1499.7;0.6;1.8;7;70.53;1.693639;11.4538;147.8671;-6.967456E-02;48.73583;48.87;22314.0;;;;673;;;;;;;;;;;
2021-02-03;09:56:52;MP_005;0104;8;AFF1FF611FF---1FF-------------;;48.82379;-0.1871286;-0.168044;20543.66;-94.08605;1684.856;749.85;100.29;2726;1692;25.06;25.96;25.16;24.93;1499.9;0.6;1.6;7;70.43;1.705508;11.43147;149.194;-0.1011826;49.02386;48.84;22325.9;;;;673;715;;;0.0587;37.00;0.0587;0.0000;;;;0.840
2021-02-03;10:00:07;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;401.6938;-8.234161E-02;;20564.11;-56.46687;;749.68;100.30;2730;1674;25.04;25.96;24.97;25.06;1500.4;0.6;1.7;7;;;;;;;;;;;;673;;;;;;;;;;;
2021-02-03;10:04:07;MP_005;0104;8;AFF1FF611FF---1FF-------------;;398.7521;-8.234161E-02;-13.59061;20558.95;-56.46687;1825.436;749.77;100.31;2729;1709;24.98;25.89;23.45;25.07;1499.9;0.6;1.6;7;71.15;1.804242;11.15728;161.7099;11.96512;264.1658;385.24;22440.9;;;;685;;;;;;;;;;;
2021-02-03;10:05:07;MP_005;0104;8;AFF1FF611FF---1FF-------------;;399.2382;-8.234161E-02;-13.76262;20560.15;-56.46687;1847.004;749.60;100.31;2729;1704;24.97;25.85;23.46;25.05;1499.9;0.6;1.8;7;71.26;1.824544;11.04504;165.1912;12.115;265.5394;385.56;22463.6;;;;689;;;;;;;;;;;
2021-02-03;10:06:07;MP_005;0104;8;AFF1FF611FF---1FF-------------;;399.3788;-8.234161E-02;-13.94909;20550.9;-56.46687;1863.553;749.75;100.32;2729;1685;24.96;25.81;23.30;25.00;1500.2;0.5;1.8;7;71.34;1.840792;10.95759;167.9924;12.28616;265.854;385.51;22470.9;;;;690;;;;;;;;;;;
2021-02-03;10:06:28;MP_005;0104;8;AFF1FF611FF---1FF-------------;;399.3845;-8.234161E-02;-13.96707;20544.28;-56.46687;1865.613;749.70;100.31;2729;1730;24.98;25.79;23.36;24.99;1499.0;0.6;1.6;7;71.22;1.842615;10.92691;168.6309;12.3013;266.1594;385.51;22465.3;;;;689;763;;;0.0970;61.06;0.0970;0.0000;;;;0.840
2021-02-03;10:09:43;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;599.7861;2.656298E-02;;20568.96;-41.15299;;749.73;100.31;2732;1730;24.98;25.78;22.68;24.93;1499.9;0.7;1.6;7;;;;;;;;;;;;709;;;;;;;;;;;
2021-02-03;10:13:43;MP_005;0104;8;AFF1FF611FF---1FF-------------;;599.6036;2.656298E-02;-19.22529;20536.62;-41.15299;1957.122;749.72;100.31;2732;1712;25.02;25.83;24.83;24.95;1499.9;0.6;1.8;7;71.29;1.915863;10.94085;175.111;16.93006;420.9827;580.35;22534.9;;;;706;;;;;;;;;;;
2021-02-03;10:14:14;MP_005;0104;8;AFF1FF611FF---1FF-------------;;599.0768;2.656298E-02;-19.20834;20536.68;-41.15299;1966.412;749.33;100.31;2732;1712;25.05;25.87;24.94;24.96;1499.9;0.6;2.1;7;71.22;1.923794;11.00199;174.8586;16.90117;420.4613;579.83;22549.3;;;;705;788;;;0.1053;66.35;0.1053;0.0000;;;;0.840
2021-02-03;10:17:29;ZPi005;0000;8;AFF1FF611FF---1FF-------------;;799.5822;-3.549408E-02;;20564.37;-29.52643;;749.63;100.30;2733;1730;25.02;25.88;23.97;25.08;1499.7;0.6;1.7;7;;;;;;;;;;;;718;;;;;;;;;;;
