Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-04-13;09:19:23;ZPc005;0000;8;AFF1FF312FF---1FF-------------;;399.3567;-0.673943;;20549.64;-112.7992;;749.59;101.256;2540;1509;24.37;24.75;25.57;24.47;1499.6;42.0;10.6;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-04-13;09:28:04;ZPi005;0000;8;AFF1FF312FF---1FF-------------;CO2 Curve;399.5153;-0.5666254;;20543.73;-106.9857;;749.75;101.262;2603;1594;24.78;26.10;26.55;24.94;1499.4;1.9;33.9;7;;;;;;;;;;;;502;;;;;;;;;;;
2021-04-13;09:32:05;MP_005;0001;8;AFF1FF312FF---1FF-------------;;399.3614;-0.5666254;-5.869733;20554.74;-106.9857;631.5016;749.69;101.258;2619;1591;24.86;26.15;26.65;24.98;1499.2;1.9;33.9;7;68.64;0.7071031;12.53579;56.40675;4.690975;257.9482;394.06;21293.2;;;;489;;;;;;;;;;;
2021-04-13;09:32:36;MP_005;0001;8;AFF1FF312FF---1FF-------------;;399.4104;-0.5666254;-5.927496;20560.03;-106.9857;621.2507;749.64;101.260;2623;1573;24.90;26.17;26.68;25.08;1499.6;2.6;33.6;7;68.49;0.6972438;12.57474;55.44796;4.748699;254.0664;394.03;21292.7;;;;486;528;;;0.0795;50.10;;;;;;0.840
2021-04-13;09:35:51;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;299.7324;-0.6763342;;20553.7;-102.8732;;749.58;101.258;2633;1619;24.91;26.20;26.57;25.00;1499.4;2.1;34.0;7;;;;;;;;;;;;480;;;;;;;;;;;
2021-04-13;09:39:51;MP_005;0001;8;AFF1FF312FF---1FF-------------;;299.8458;-0.6763342;-4.571096;20583.96;-102.8732;629.1288;749.63;101.268;2642;1637;24.94;26.24;26.75;25.01;1499.6;1.7;34.1;7;68.38;0.7008511;12.68624;55.245;3.442112;193.9059;295.95;21316.0;;;;474;;;;;;;;;;;
2021-04-13;09:40:22;MP_005;0001;8;AFF1FF312FF---1FF-------------;;299.8884;-0.6763342;-4.640264;20561.63;-102.8732;639.5997;749.85;101.270;2644;1654;24.96;26.22;26.71;25.12;1498.6;1.7;34.1;7;68.29;0.7110862;12.65061;56.20962;3.50503;193.811;295.92;21311.7;;;;474;511;;;0.0724;45.57;;;;;;0.840
2021-04-13;09:43:37;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;198.9549;-0.6511739;;20575.34;-112.6456;;749.58;101.278;2651;1628;24.96;26.25;26.62;24.97;1499.4;2.1;34.1;7;;;;;;;;;;;;470;;;;;;;;;;;
2021-04-13;09:47:37;MP_005;0001;8;AFF1FF312FF---1FF-------------;;199.6853;-0.6511739;-3.137697;20560.86;-112.6456;728.2108;749.61;101.266;2658;1625;24.97;26.24;26.51;24.96;1499.4;1.9;34.1;7;68.57;0.8051269;12.59972;63.90036;2.171142;140.8722;197.20;21401.7;;;;466;;;;;;;;;;;
2021-04-13;09:48:08;MP_005;0001;8;AFF1FF312FF---1FF-------------;;199.5893;-0.6511739;-3.189861;20575.85;-112.6456;722.5582;749.70;101.270;2658;1662;24.98;26.26;26.58;25.04;1499.6;1.7;33.6;7;68.57;0.799817;12.64057;63.27382;2.221431;138.9923;197.07;21418.1;;;;466;499;;;0.0661;41.65;;;;;;0.840
2021-04-13;09:51:23;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;96.1515;-0.6631745;;20595.61;-117.0436;;749.71;101.268;2666;1627;24.98;26.26;26.55;24.98;1499.2;1.7;34.0;7;;;;;;;;;;;;466;;;;;;;;;;;
2021-04-13;09:55:23;MP_005;0001;8;AFF1FF312FF---1FF-------------;;99.46981;-0.6631745;-1.421051;20568.09;-117.0436;798.2634;749.80;101.264;2672;1667;24.99;26.24;26.68;24.98;1499.2;1.9;34.0;7;68.75;0.8767068;12.53033;69.96677;0.6237791;83.02771;98.71;21483.4;;;;462;;;;;;;;;;;
2021-04-13;09:55:54;MP_005;0001;8;AFF1FF312FF---1FF-------------;;99.4403;-0.6631745;-1.412222;20557.87;-117.0436;820.6931;749.98;101.260;2672;1667;25.01;26.25;26.60;25.07;1497.6;1.7;34.7;7;68.67;0.8984182;12.53493;71.6732;0.6135634;83.54031;98.68;21493.2;;;;462;491;;;0.0591;37.15;;;;;;0.840
2021-04-13;09:59:09;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;49.03856;-0.6629534;;20566.77;-116.6488;;749.62;101.264;2678;1651;24.98;26.23;26.60;24.97;1499.4;1.6;34.1;7;;;;;;;;;;;;462;;;;;;;;;;;
2021-04-13;10:03:09;MP_005;0001;8;AFF1FF312FF---1FF-------------;;48.13081;-0.6629534;-0.5179289;20537.9;-116.6488;875.2208;749.70;101.268;2684;1642;24.99;26.21;26.51;24.97;1498.6;1.2;34.3;7;68.87;0.9499534;12.42305;76.46701;-0.1817652;51.02183;48.28;21529.8;;;;462;;;;;;;;;;;
2021-04-13;10:03:40;MP_005;0001;8;AFF1FF312FF---1FF-------------;;48.10243;-0.6629534;-0.5188738;20552.51;-116.6488;880.2336;749.85;101.260;2684;1624;25.01;26.22;26.53;25.07;1499.6;1.7;34.7;7;68.84;0.9549701;12.41491;76.92125;-0.181154;50.9925;48.28;21546.6;;;;462;487;;;0.0513;32.33;;;;;;0.840
2021-04-13;10:06:55;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;400.9071;-0.7916905;;20589.27;-79.11346;;749.61;101.262;2689;1649;24.99;26.22;26.56;24.99;1499.0;1.9;34.5;7;;;;;;;;;;;;454;;;;;;;;;;;
2021-04-13;10:10:55;MP_005;0001;8;AFF1FF312FF---1FF-------------;;399.87;-0.7916905;-6.821393;20574.54;-79.11346;812.2694;749.64;101.260;2692;1658;25.01;26.25;26.64;24.98;1499.0;1.6;34.5;7;68.61;0.8535981;12.55645;67.98087;5.313982;265.44;393.84;21465.9;;;;452;;;;;;;;;;;
