Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Tmin;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-03-17;09:29:57;ZPc005;0000;8;AFF1FF511FF---1FF-------------;;400.2376;-1.452171E-02;;20585.3;-109.6845;;749.68;100.886;2645;1630;24.87;25.28;28.06;23.94;1500.2;31.5;48.1;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-03-17;09:38:06;ZPi005;0000;8;AFF1FF511FF---1FF-------------;CO2 Curve;399.5261;-7.121258E-03;;20588.14;-98.08186;;749.66;100.878;2657;1642;24.91;26.43;28.10;25.06;1499.9;0.6;41.7;7;;;;;;;;;;;;610;;;;;;;;;;;
2021-03-17;09:42:07;MP_005;0001;8;AFF1FF511FF---1FF-------------;;399.0313;-7.121258E-03;-12.60439;20569.17;-98.08186;1551.049;749.68;100.878;2661;1665;24.95;26.50;28.33;25.08;1500.2;0.6;41.9;7;70.97;1.580507;12.44392;127.0103;11.19407;242.8355;386.43;22218.3;;;;581;;;;;;;;;;;
2021-03-17;09:42:38;MP_005;0001;8;AFF1FF511FF---1FF-------------;;399.0148;-7.121258E-03;-12.58634;20582.03;-98.08186;1557.674;749.70;100.880;2664;1653;25.02;26.49;28.38;25.07;1499.9;0.6;41.9;7;70.71;1.586905;12.41406;127.8312;11.17505;243.9321;386.41;22220.9;;;;578;654;;;0.1162;73.20;;;;;;0.840
2021-03-17;09:45:53;ZPi005;0000;8;AFF1FF511FF---1FF-------------;;298.4657;-0.2050797;;20568.95;-105.7965;;749.69;100.880;2666;1668;25.00;26.57;28.46;25.14;1500.0;0.9;41.9;7;;;;;;;;;;;;546;;;;;;;;;;;
2021-03-17;09:49:53;MP_005;0001;8;AFF1FF511FF---1FF-------------;;299.825;-0.2050797;-9.684765;20528.93;-105.7965;1675.83;749.72;100.876;2671;1704;25.00;26.58;28.60;25.17;1499.7;0.7;41.7;7;71.08;1.707746;12.52325;136.366;8.388016;189.6989;290.35;22310.6;;;;534;;;;;;;;;;;
2021-03-17;09:50:24;MP_005;0001;8;AFF1FF511FF---1FF-------------;;299.6587;-0.2050797;-9.679395;20718.38;-105.7965;1556.276;749.64;100.880;2670;1704;25.06;26.60;28.63;25.15;1500.7;0.6;41.9;7;71.12;1.59316;12.45134;127.9508;8.415663;182.972;290.17;22412.2;;;;530;597;;;0.1122;70.74;;;;;;0.840
2021-03-17;09:53:39;ZPi005;0000;8;AFF1FF511FF---1FF-------------;;200.1542;-0.1379312;;20552.15;-106.7814;;749.77;100.888;2674;1675;25.01;26.57;28.69;25.13;1499.9;0.7;42.0;7;;;;;;;;;;;;510;;;;;;;;;;;
2021-03-17;09:57:39;MP_005;0001;8;AFF1FF511FF---1FF-------------;;199.678;-0.1379312;-6.285712;20538.31;-106.7814;1844.769;749.79;100.888;2677;1701;25.02;26.56;28.82;25.18;1500.0;0.7;42.0;7;71.58;1.871148;12.28911;152.2606;5.399808;135.0563;193.53;22489.9;;;;502;;;;;;;;;;;
