SysConst;AvgTime;Oxygen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-6276;6,6;0,00001709;3,11;3.44324 76.2105 388.157 644.395 892.284 1099.47 1267.02 1442.29;0.0361153 99.0224 402.053 600.754 800.503 1000.42 1200.83 1401.05;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sys;Sys;Sys;Sys;Sys;UserDefCon;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;Leak;Leak;Leak;Leak;Leak;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;LeafQ;LeafQ;LeafQ;LeafQ;Const;Const;Const;Const;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrStats;FlrStats;FlrStats;FlrStats;FlrStats;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status
obs;time;elapsed;date;hhmmss;id;TIME;E;A;Ca;Ci;Pci;Pca;gsw;gbw;gtw;gtc;Rabs;TleafEB;TleafCnd;SVPleaf;RHcham;VPcham;SVPcham;VPDleaf;LatHFlux;SenHFlux;NetTherm;EBSum;Leak;LeakPct;CorrFact;CorrFactPct;Fan;DarkAdaptedID;Fo;Fm;Fv;Fv/Fm;Adark;LightAdaptedID;Fs;Fm';PhiPS2;PS2/1;Qabs_fs;Afs;ETR;Fv'/Fm';PhiCO2;NPQ;DarkPulseID;Fo';Fv';qP;qN;qP_Fo;qN_Fo;Qin;Qabs;alpha;convert;S;K;Geometry;Custom;TIME;CO2_s;CO2_r;H2O_s;H2O_r;CO2_a;H2O_a;Flow;Pa;?Pcham;Tair;Tleaf;Tleaf2;Offset;Offset2;Fan_speed;Qamb_in;Qamb_out;Q;f_red;f_blue;f_farred;F;Q_modavg;F_dc;Pc;Tled;TDigital;TPreamp;TPwrSpy;TDrive;Q_red;Q_blue;Q_farred;TSPF;state;F_avg;dF/dt;dF_dc/dt;F_dc_avg;period;time;hhmmss;co2_t;h2o_t;count;co2_adj;h2o_adj;co2_match;h2o_match;co2_at;h2o_at;co2_cv;h2o_cv;A:MN;A:SLP;A:SD;A:OK;Stable;Total;State;Vflow;VPchamber;abs_c_a;abs_c_b;abs_h_a;abs_h_b;Wc_s;Wc_r;Wco_s;Wco_r;Ww_s;Ww_r;Wwo_s;Wwo_r;Flow_s_v;Flow_r_v;Tleaf_mv;Tleaf2_mv;MatchValveR;MatchValveS;MatchCO2;MatchH2O;cf_co2_a;cf_co2_b;cf_co2_c;cf_co2_d;cf_h2o_a;cf_h2o_b;cf_h2o_c;cf_h2o_d;co2_fit_low;co2_fit_high;h2o_fit_low;h2o_fit_high;co2_elapsed;h2o_elapsed;DIAG;Flow_s;Flow_r;Txchg;Tirga;Tchopper;Ts;Tr;CO2_%;Desiccant_%;Humidifier_%;Txchg_sp;CO2_r_sp;H2O_r_sp;SS_s;SS_r
;s;s;;;;s;mol m?² s?¹;µmol m?² s?¹;µmol mol?¹;µmol mol?¹;Pa;Pa;mol m?² s?¹;mol m?² s?¹;mol m?² s?¹;mol m?² s?¹;W m?²;°C;°C;kPa;%;kPa;kPa;kPa;W m?²;W m?²;W m?²;W m?²;µmol s?¹;%;;%;µmol s?¹;;;;;;µmol m?² s?¹;;;;;;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;;µmol µmol?¹;;;;;;;;;µmol m?² s?¹;µmol m?² s?¹;;J/µmol;cm²;;;mol m?² s?¹;s;µmol mol?¹;µmol mol?¹;mmol mol?¹;mmol mol?¹;µmol mol?¹;mmol mol?¹;µmol s?¹;kPa;kPa;°C;°C;°C;°C;°C;rpm;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;;;;;µmol m?² s?¹;;;°C;°C;°C;°C;°C;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;s;;;min?¹;min?¹;;s;secs;;s;s;;µmol/mol;mmol/mol;µmol/mol;mmol/mol;µmol/mol;mmol/mol;%;%;µmol m?² s?¹;µmol m?² s?¹ min?¹;µmol m?² s?¹;;;;;V;V;;;;;;;;;;;;;V;V;mV;mV;%;%;µmol/mol;mmol/mol;mmol/mol;;;;mmol/mol;;;;µmol mol?¹;µmol mol?¹;mmol mol?¹;mmol mol?¹;min;min;;µmol s?¹;µmol s?¹;°C;°C;°C;°C;°C;%;%;%;°C;µmol mol?¹;mmol mol?¹;%;%
1;1606465807;0;20201127 09:30:06;09:30:06;LV6_7;1606465807;0,000102896;-0,301532231;400;450,3676919;45,75658151;40,6393108;0,00819847;3,309458399;0,008187204;0,005118013;0,001994031;27,98984947;27,5444;3,695209253;64,69391474;2,456991772;3,797871534;1,238217481;-4,537713925;83,73228129;5,502882246;84,69944364;0;0;1;0;53344,21234;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;-;0;0;#DIV/0!;0,5;0,020993197;-0,301532231;#DIV/0!;#DIV/0!;-1,32212E-14;#DIV/0!;-;0;0;#DIV/0!;1;0;1,255626614;0,0499919;0,020993197;0,41993196;0,09498461;4,49;0,5;0: Broadleaf;2;1606465807;400;399,833;24,1834;24,119;401,17;23,7713;700,047;101,498;0,100277;28,0137;27,5444;999,9;0;0;9971,88;0;1,15339;0,0499919;0;0;0;490,5;0,0499919;-8,57;-2,31;35,312;40,062;37,75;39,5;38,125;0;0;0;252082,2;0;491,5028;1,442307799;1,630769301;-8,8432;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;-0,340800519;0,495917858;0,043151842;1;1;1;1/1;3,38153;2,82294;0,0942593;0,0942488;0,119578;0,120586;30502,3;30686,3;33190,6;33085,5;39768,8;37763,2;45844,9;43884,1;2,33463;2,23102;0,0609159;0;100;100;-1,17;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;6,7;6,8;2;786,592;688,549;28,0474;27,4616;30,0013;27,4052;27,3938;24,2293;20,5436;100;27,4226;399,879;24,1913;100,917;100,5
2;1606465988;180,9000001;20201127 09:33:07;09:33:07;LV6_7;1606465988;0,000169215;0,378190151;400,025;348,4561793;35,40251188;40,64180995;0,013725726;3,313307863;0,013694215;0,008561709;4,103698009;27,96345768;27,5099;3,687758653;65,17043916;2,470390105;3,790660515;1,217368548;-7,462380237;84,1690676;5,523312465;86,33369784;0;0;1;0;53443,01179;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;RECT-21186-20201127-09_33_13;642,3238462;2305,91;0,721444529;0,5;21,07159261;0,378190151;7,600992604;1;0,03225776;0,046979284;-;0;2305,91;0,721444529;0,044871264;0,916875856;0,056341553;25,0145;21,07159261;0,842375127;0,194750254;4,49;0,5;0: Broadleaf;2;1606465988;400,025;400,311;24,3153;24,2094;401,196;23,9032;700,001;101,498;0,100175;27,9811;27,5099;999,9;0;0;9990;0;1,15339;25,0145;0,900828;0,0991722;0;638,951;4,99919;132,478;157,241;35,562;40,187;37,937;39,812;38,562;18,03;1,98;0;179,3999999;0;642,3238462;-26,35391453;-5,265777773;132,9744615;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;0,42156639;0,358140719;0,047415223;1;1;1;1/1;3,38149;2,82299;0,094269;0,0943396;0,120046;0,1209;30504,4;30685,2;33193,1;33087,4;39749,6;37751,6;45847,8;43886,6;2,33528;2,23123;0,0606179;0;100;100;-1,171;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;9,7;9,8;2;786,929;688,486;27,5347;27,4216;30;27,3867;27,3753;24,268;20,0209;100;27,5424;400,193;24,1807;100,924;100,506
3;1606466168;361,4000001;20201127 09:36:08;09:36:08;LV6_7;1606466168;0,000281193;0,882173466;399,985;330,0913021;33,53705117;40,63820321;0,022617689;3,308548171;0,022532141;0,014090247;8,208586604;27,9717509;27,5164;3,689161386;64,83796724;2,45960773;3,793468294;1,229553656;-12,40059092;85,15405236;5,59652362;86,55857166;0;0;1;0;53325,77275;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21187-20201127-09_36_13;637,76804;2212,08;0,711688528;0,5;42,00563136;0,882173466;14,94746298;1;0,028179691;0,0913891;-;0;2212,08;0,711688528;0,083736497;0,914990597;0,105141774;49,846;42,00563136;0,842708168;0,195416337;4,49;0,5;0: Broadleaf;2;1606466168;399,985;400,623;24,2089;24,0329;401,155;23,7968;699,994;101,499;0,100318;27,9938;27,5164;999,9;0;0;9967,5;0;1,15339;49,846;0,899642;0,100358;0;635,94;4,99919;293,207;352,213;35,812;40,312;38,125;39,937;38,75;40,35;4,5;0;180,3;0;637,76804;-15,55669233;-7,596538467;295,11828;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;0,846770547;0,239200835;0,028728707;1;1;1;1/1;3,38153;2,82294;0,0942701;0,0944034;0,119683;0,120305;30505,6;30684,1;33194,1;33088,3;39767,4;37777,9;45849,4;43887,4;2,33617;2,23115;0,0637174;0;100;100;-1,17;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;12,7;12,8;2;787,289;687,994;27,6211;27,3748;30,0001;27,3535;27,3429;24,2993;20,2974;100;27,6114;400,584;24,0526;100,927;100,508
4;1606466349;541,9000001;20201127 09:39:08;09:39:08;LV6_7;1606466349;0,000730237;2,574955748;399,949;322,9391422;32,81057303;40,63476413;0,059484802;3,320371143;0,058899052;0,036864054;16,4934233;27,91884488;27,5385;3,693934162;65,15007817;2,472513978;3,795105159;1,221420184;-32,20344967;82,82693176;5,424994538;72,54189993;0;0;1;0;53610,28463;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21188-20201127-09_39_14;638,8748077;2114,3;0,697831525;0,5;84,27343803;2,574955748;29,40433087;1;0,034132795;0,141862555;-;0;2114,3;0,697831525;0,124237855;0,90918643;0,155996358;99,9855;84,27343803;0,842856594;0,195713189;4,49;0,5;0: Broadleaf;2;1606466349;399,949;401,788;24,3358;23,8788;401,119;23,9238;699,994;101,5;0,0998643;28,0012;27,5385;999,9;0;0;10023,1;0;1,15339;99,9855;0,899745;0,100255;0;638,92;4,99919;618,787;746,012;36;40,5;38,312;40,062;38,937;85,46;9,52;0;180,2;0;638,8748077;-2,056923065;-0,032957281;618,589;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;2,559318501;0,538436795;0,05454789;1;1;1;1/1;3,38157;2,82298;0,0942715;0,0946186;0,120136;0,119783;30507,5;30678,6;33196,2;33090,1;39748,3;37802,4;45851,6;43889,6;2,3369;2,2308;0,0639781;0;100;100;-1,17;0,412;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;15,7;15,8;2;787,573;687,315;27,5424;27,3453;30;27,3264;27,3151;24,3737;20,2438;100;27,549;401,854;23,9449;100,932;100,513
5;1606466529;722,4000001;20201127 09:42:09;09:42:09;LV6_7;1606466529;0,001147294;4,156029138;399,951;321,2898314;32,64298371;40,63494297;0,094204607;3,318908563;0,092743949;0,058094316;24,73191601;27,86126061;27,5061;3,686938809;65,051763;2,468164024;3,794153933;1,218774785;-50,59566446;87,81835243;5,753404392;67,70800837;0;0;1;0;53575,66953;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21189-20201127-09_42_14;645,65508;1999,77;0,677135331;0,5;126,311202;4,156029138;42,76488878;1;0,035290309;0,207258835;-;0;1999,77;0,677135331;0,171677215;0,897795112;0,21556248;149,853;126,311202;0,842900723;0,195801446;4,49;0,5;0: Broadleaf;2;1606466529;399,951;402,911;24,293;23,575;401,122;23,8809;700,029;101,5;0,0998034;27,9969;27,5061;999,9;0;0;10016,2;0;1,15339;149,853;0,899985;0,100015;0;645,63;4,99919;949,119;1137,73;36,312;40,687;38,562;40,25;39,125;130,37;14,49;0;180,2;0;645,65508;1,584538458;1,050461598;950,1816;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;4,097976146;-0,023412102;0,025536023;1;1;1;1/1;3,38165;2,82285;0,0942762;0,094822;0,119992;0,118739;30506,7;30671,7;33195,4;33090;39754;37847,2;45850,7;43889,1;2,33738;2,22962;0,06295;0;100;100;-1,171;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;18,7;18,8;2;787,781;686,077;27,5366;27,3319;30,0001;27,3102;27,3013;24,437;20,8284;100;27,5381;403,045;23,6395;100,93;100,513
6;1606466710;902,9000001;20201127 09:45:09;09:45:09;LV6_7;1606466710;0,001626833;7,242935494;399,958;304,9875237;30,98635965;40,63524397;0,134214677;3,318103121;0,131270015;0,082302944;49,57678576;27,885624;27,5211;3,69017596;65,06079154;2,469226216;3,795260029;1,220949744;-71,74333781;86,00818467;5,636741441;69,47837406;0;0;1;0;53555,27691;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21190-20201127-09_45_15;715,30288;1729,95;0,586518177;0,5;253,0645588;7,242935494;74,21348181;1;0,029812423;0,395554785;-;0;1729,95;0,586518177;0,283439095;0,819289769;0,355893671;300,212;253,0645588;0,842952843;0,195905685;4,49;0,5;0: Broadleaf;2;1606466710;399,958;405,021;24,3037;23,2856;401,129;23,8916;700,025;101,499;0,0997778;28,0019;27,5211;999,9;0;0;10012,5;0;1,15339;300,212;0,899913;0,100087;0;715,421;4,99919;2133,87;2318,67;36,75;40,875;38,812;40,437;39,5;265,67;29,55;0;180,2;0;715,30288;-0,703153862;-0,244615311;2131,5276;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;7,205954453;0,310956287;0,030405225;1;1;1;1/1;3,38165;2,82279;0,0942784;0,0951988;0,12003;0,117735;30506,8;30659,1;33195,6;33090,1;39752,4;37891,2;45850,8;43889,6;2,33795;2,22865;0,0644177;0;100;100;-1,171;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;21,7;21,8;2;788,214;685,11;27,4361;27,3291;30,0001;27,3032;27,2943;24,5493;21,4075;100;27,4175;405,074;23,334;100,931;100,513
7;1606466890;1083,4;20201127 09:48:10;09:48:10;LV6_7;1606466890;0,001992309;9,102009825;399,932;303,3010277;30,81653772;40,63461194;0,166167152;3,318992248;0,161679944;0,10144303;74,04018646;27,91162038;27,4873;3,68288508;65,11628786;2,468769193;3,791323606;1,214115887;-87,8608344;88,89416781;5,822821702;80,89634157;0;0;1;0;53580,0594;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21191-20201127-09_48_15;787,12976;1554,78;0,493735602;0,5;379,1476874;9,102009825;93,59935594;1;0,024801792;0,552785603;-;0;1554,78;0,493735602;0,35599609;0,721966238;0,446998165;449,952;379,1476874;0,842640298;0,195280596;4,49;0,5;0: Broadleaf;2;1606466890;399,932;406,281;24,298;23,0512;401,102;23,886;700,041;101,504;0,0998025;27,9841;27,4873;999,9;0;0;10016,2;0;1,15339;449,952;0,911;0,0889997;0;785,859;4,99919;3517,26;3504,53;37,25;41,187;39,187;40,687;39,875;405,35;39,6;0;180,2;0;787,12976;-10,62161537;-55,63461531;3523,7636;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;9,059069593;0,397428711;0,046666643;1;1;1;1/1;3,38168;2,82285;0,0942776;0,0954268;0,120015;0,116924;30507,4;30650,8;33196,2;33089,5;39754;37925,6;45851,9;43888,7;2,33798;2,22762;0,0627562;0;100;100;-1,17;0,412;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;24,7;24,8;2;788,237;684,161;27,2932;27,3315;30;27,3032;27,2921;24,6197;21,703;100;27,2976;406,324;23,0874;100,933;100,512
8;1606467071;1263,9;20201127 09:51:10;09:51:10;LV6_7;1606467071;0,002276355;10,39146639;399,96;302,8709914;30,7722404;40,63665925;0,189429092;3,318293108;0,183620062;0,115269618;97,97545415;27,9862493;27,5425;3,694798588;65,18389105;2,473465543;3,794596338;1,221333046;-100,3872757;81,64805135;5,35117454;84,58740434;0;0;1;0;53560,47089;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21192-20201127-09_51_16;781,88936;1350,14;0,420882753;0,5;505,0591756;10,39146639;106,2853481;1;0,021171774;0,788140489;-;0;1350,14;0,420882753;0,440759825;0,661805289;0,553429767;599,837;505,0591756;0,841994034;0,193988069;4,49;0,5;0: Broadleaf;2;1606467071;399,96;407,209;24,3447;22,9202;401,131;23,9327;700,036;101,502;0,0998083;27,9989;27,5425;999,9;0;0;10013,1;0;1,15339;599,837;0,932982;0,0670184;0;778,204;4,99919;4645,22;4710,93;37,812;41,5;39,625;41;40,375;554,97;39,87;0;180,2;0;781,88936;-28,32623073;-166,1938459;4667,1004;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;10,32040322;0,351507935;0,045881897;1;1;1;1/1;3,38167;2,82283;0,0942825;0,0955904;0,120178;0,116464;30507;30645;33195,9;33089,3;39746,1;37945,4;45851,5;43888,4;2,3383;2,22668;0,0647679;0;100;100;-1,171;0,412;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;27,7;27,8;2;788,505;683,31;27,1489;27,3315;30;27,3009;27,2921;24,6678;22,0042;100;27,1593;407,184;22,8909;100,932;100,511
9;1606467251;1444,4;20201127 09:54:11;09:54:11;LV6_7;1606467251;0,0025794;11,8525236;400,004;301,4122035;30,62497784;40,64239434;0,213345213;3,318885958;0,206008603;0,129393524;145,8721978;28,17035364;27,5859;3,70418897;65,09875657;2,470667088;3,795260029;1,233521882;-113,7515278;74,43395638;4,878623051;111,4332494;0;0;1;0;53574,34168;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21193-20201127-09_54_16;758,1628077;1111,72;0,318027194;0,5;757,2833424;11,8525236;120,4183483;1;0,016049549;1,171625949;-;0;1111,72;0,318027194;0,539515541;0,570053833;0,677430072;900,121;757,2833424;0,841312826;0,192625652;4,49;0,5;0: Broadleaf;2;1606467251;400,004;408,268;24,3164;22,7022;401,174;23,9043;700,03;101,505;0,0999698;28,0019;27,5859;999,9;0;0;10015,6;0;1,15339;900,121;0,955992;0,0440083;0;753,674;4,99919;6769,29;7129,86;38,687;41,875;40,25;41,312;41;855,73;39,39;0;180;0;758,1628077;-32,99470088;-292,9880342;6803,529231;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;11,9083396;0,207468111;0,029112651;1;1;1;1/1;3,38165;2,82301;0,0942917;0,0957795;0,120081;0,115701;30506,2;30638,2;33195,5;33088,9;39749,9;37978,2;45850,6;43888;2,3384;2,2258;0,0687875;0;100;100;-1,17;0,4121;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;30,7;30,8;2;788,631;682,556;26,8497;27,3361;30,0001;27,3032;27,2943;24,7213;22,6383;100;26,8471;408,13;22,7161;100,93;100,51
10;1606467432;1624,9;20201127 09:57:11;09:57:11;LV6_7;1606467432;0,002618496;12,98962688;399,958;292,3117989;29,70003747;40,63731819;0,212832907;3,316616918;0,205526029;0,129089364;193,7439325;28,41903204;27,6834;3,725360857;65,06606878;2,470347976;3,796676244;1,25501288;-115,4756557;58,09389112;3,812225344;140,1743932;0;0;1;0;53518,30651;RECT-21185-20201127-09_30_13;491,5028;2414,24;1922,7372;0,796415104;-0,301532231;MPF-21194-20201127-09_57_17;709,77524;954,69;0,25653852;0,5;1009,233301;12,98962688;129,4536088;1;0,013169561;1,528820874;-;0;954,69;0,25653852;0,604558785;0,528759776;0,7591001;1200,06;1009,233301;0,840985701;0,191971403;4,49;0,5;0: Broadleaf;2;1606467432;399,958;408,962;24,3135;22,6747;401,128;23,9015;699,975;101,504;0,0999639;28,0083;27,6834;999,9;0;0;10005;0;1,15339;1200,06;0,967006;0,0329942;0;706,865;4,99919;8494,77;9545,03;39,687;42,437;40,937;41,75;41,75;1155,63;39,43;0;180;0;709,77524;-22,84984617;-269,2269231;8527,212;15;1606465407;09:23:27;1606465407;1606465401;6;-0,125;0,023;-1,171;0,412;400;25;0,35;0,19;12,96953084;0,204550184;0,030603732;1;1;1;1/1;3,38153;2,82292;0,0942806;0,0959007;0,120068;0,115602;30506,3;30634,2;33195,2;33089;39750,6;37982,5;45850,7;43888;2,33835;2,22552;0,0754446;0;100;100;-1,17;0,412;-1,170571429;0;0;0;0,412066667;0;0;0;-1;-1;-1;-1;33,7;33,8;2;788,683;682,37;26,5885;27,343;30,0001;27,3102;27,299;24,7677;22,3435;100;26,588;409,173;22,6569;100,93;100,51
