SysConst;AvgTime;Oxygen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-6276;6,6;0,00001709;3,11;2.12669 83.0915 391.07 631.939 869.236 1081.21 1258.3 1379.4;0.0335422 101.534 404.675 601.074 800.413 1001.28 1200.88 1401.41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sys;Sys;Sys;Sys;Sys;UserDefCon;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;Leak;Leak;Leak;Leak;Leak;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;LeafQ;LeafQ;LeafQ;LeafQ;Const;Const;Const;Const;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrStats;FlrStats;FlrStats;FlrStats;FlrStats;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status
obs;time;elapsed;date;hhmmss;id;TIME;E;A;Ca;Ci;Pci;Pca;gsw;gbw;gtw;gtc;Rabs;TleafEB;TleafCnd;SVPleaf;RHcham;VPcham;SVPcham;VPDleaf;LatHFlux;SenHFlux;NetTherm;EBSum;Leak;LeakPct;CorrFact;CorrFactPct;Fan;DarkAdaptedID;Fo;Fm;Fv;Fv/Fm;Adark;LightAdaptedID;Fs;Fm';PhiPS2;PS2/1;Qabs_fs;Afs;ETR;Fv'/Fm';PhiCO2;NPQ;DarkPulseID;Fo';Fv';qP;qN;qP_Fo;qN_Fo;Qin;Qabs;alpha;convert;S;K;Geometry;Custom;TIME;CO2_s;CO2_r;H2O_s;H2O_r;CO2_a;H2O_a;Flow;Pa;?Pcham;Tair;Tleaf;Tleaf2;Offset;Offset2;Fan_speed;Qamb_in;Qamb_out;Q;f_red;f_blue;f_farred;F;Q_modavg;F_dc;Pc;Tled;TDigital;TPreamp;TPwrSpy;TDrive;Q_red;Q_blue;Q_farred;TSPF;state;F_avg;dF/dt;dF_dc/dt;F_dc_avg;period;time;hhmmss;co2_t;h2o_t;count;co2_adj;h2o_adj;co2_match;h2o_match;co2_at;h2o_at;co2_cv;h2o_cv;A:MN;A:SLP;A:SD;A:OK;Stable;Total;State;Vflow;VPchamber;abs_c_a;abs_c_b;abs_h_a;abs_h_b;Wc_s;Wc_r;Wco_s;Wco_r;Ww_s;Ww_r;Wwo_s;Wwo_r;Flow_s_v;Flow_r_v;Tleaf_mv;Tleaf2_mv;MatchValveR;MatchValveS;MatchCO2;MatchH2O;cf_co2_a;cf_co2_b;cf_co2_c;cf_co2_d;cf_h2o_a;cf_h2o_b;cf_h2o_c;cf_h2o_d;co2_fit_low;co2_fit_high;h2o_fit_low;h2o_fit_high;co2_elapsed;h2o_elapsed;DIAG;Flow_s;Flow_r;Txchg;Tirga;Tchopper;Ts;Tr;CO2_%;Desiccant_%;Humidifier_%;Txchg_sp;CO2_r_sp;H2O_r_sp;SS_s;SS_r
;s;s;;;;s;mol m?² s?¹;µmol m?² s?¹;µmol mol?¹;µmol mol?¹;Pa;Pa;mol m?² s?¹;mol m?² s?¹;mol m?² s?¹;mol m?² s?¹;W m?²;°C;°C;kPa;%;kPa;kPa;kPa;W m?²;W m?²;W m?²;W m?²;µmol s?¹;%;;%;µmol s?¹;;;;;;µmol m?² s?¹;;;;;;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;;µmol µmol?¹;;;;;;;;;µmol m?² s?¹;µmol m?² s?¹;;J/µmol;cm²;;;mol m?² s?¹;s;µmol mol?¹;µmol mol?¹;mmol mol?¹;mmol mol?¹;µmol mol?¹;mmol mol?¹;µmol s?¹;kPa;kPa;°C;°C;°C;°C;°C;rpm;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;;;;;µmol m?² s?¹;;;°C;°C;°C;°C;°C;µmol m?² s?¹;µmol m?² s?¹;µmol m?² s?¹;s;;;min?¹;min?¹;;s;secs;;s;s;;µmol/mol;mmol/mol;µmol/mol;mmol/mol;µmol/mol;mmol/mol;%;%;µmol m?² s?¹;µmol m?² s?¹ min?¹;µmol m?² s?¹;;;;;V;V;;;;;;;;;;;;;V;V;mV;mV;%;%;µmol/mol;mmol/mol;mmol/mol;;;;mmol/mol;;;;µmol mol?¹;µmol mol?¹;mmol mol?¹;mmol mol?¹;min;min;;µmol s?¹;µmol s?¹;°C;°C;°C;°C;°C;%;%;%;°C;µmol mol?¹;mmol mol?¹;%;%
1;1606465876;0;20201127 09:31:16;09:31:16;LV6_2;1606465876;6,29516E-05;-0,644030876;400,01;588,5351722;59,76451706;40,62017972;0,005205664;3,309873762;0,00520112;0,003251108;0,001994019;27,94051355;27,4128;3,666859322;65,38968644;2,474945987;3,784917961;1,191913335;-2,776164913;96,7690501;6,352831687;100,3477109;0;0;1;0;53363,5752;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;-;0;0;#DIV/0!;0,5;0,020993113;-0,644030876;#DIV/0!;#DIV/0!;-2,1154E-14;#DIV/0!;-;0;0;#DIV/0!;1;0;1,254884063;0,0499918;0,020993113;0,41993112;0,09498442;4,49;0,5;0: Broadleaf;2;1606465876;400,01;399,613;24,3722;24,3328;401,094;24,243;699,908;101,448;0,0999106;27,9551;27,4128;999,9;0;0;9978,75;0;1,92898;0,0499918;0;0;0;515,19;0,0499918;-11,56;-2,06;35;39,625;37,312;39,312;37,5;0;0;0;252116,4;0;515,1368;0,433077016;2,733845956;-10,8608;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;-0,711908102;0,407807985;0,051387524;1;1;1;1/1;3,35888;2,74119;0,0921015;0,0913068;0,119727;0,118102;28473,4;26920,4;29588,9;28109,7;37267,2;35861,5;45429,9;43931,4;2,45613;2,16363;0,0520609;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;6,1;6;2;773,145;681,388;27,618;27,1445;30,0001;27,0911;27,1304;25,1745;13,1883;100;27,7732;399,519;24,2609;99,8757;100,222
2;1606466057;180,5;20201127 09:34:16;09:34:16;LV6_2;1606466057;0,00030968;0,615188109;399,945;353,4595454;35,89241148;40,61282457;0,02528104;3,313812757;0,025174379;0,015743532;4,112672433;27,94337416;27,4524;3,675370118;64,95419384;2,463973654;3,793401947;1,211396464;-13,65688664;96,66982732;6,341240953;93,46685407;0;0;1;0;53451,89765;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;RECT-3122-20201127-09_34_22;634,4494615;2361,16;0,731297556;0,5;21,11631176;0,615188109;7,721153596;1;0,059632525;0,074133053;-;0;2361,16;0,731297556;0,069016639;0,935367735;0,08660788;25,0674;21,11631176;0,84238141;0,19476282;4,49;0,5;0: Broadleaf;2;1606466057;399,945;400,419;24,2646;24,0708;401,029;24,1354;700,064;101,446;0,100024;27,9935;27,4524;999,9;0;0;9997,5;0;1,92485;25,0674;0,901078;0,0989217;0;630,907;4,99918;125,594;160,658;35,25;39,75;37,562;39,562;37,875;18,08;1,99;0;178,7;0;634,4494615;-28,17524787;-6,72167517;125,4676538;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;0,518407246;0,222887346;0,04879408;1;1;1;1/1;3,35923;2,74147;0,0920897;0,0914439;0,119357;0,11722;28476,2;26918,5;29591,1;28111,7;37286;35900,4;45433,6;43933,8;2,45705;2,16298;0,057742;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;9,1;9,1;2;773,751;680,715;27,8682;27,0939;29,9999;27,078;27,1242;25,2261;14,3674;100;27,8748;400,404;24,0396;99,8835;100,228
3;1606466237;361;20201127 09:37:17;09:37:17;LV6_2;1606466237;0,000430023;1,544619631;399,936;322,4819803;32,74664721;40,61176716;0,03529399;3,32095669;0,035086925;0,021947831;8,19701612;27,94036647;27,4607;3,67715613;65,10820826;2,470291243;3,794131814;1,206864887;-18,96400471;95,98303149;6,283008551;91,49905146;0;0;1;0;53624,04918;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3123-20201127-09_37_22;628,38756;2314,63;0,728514899;0,5;41,9473741;1,544619631;15,2796435;1;0,052176103;0,095725883;-;0;2314,63;0,728514899;0,087362984;0,937065191;0,109630416;49,777;41,9473741;0,842705951;0,195411901;4,49;0,5;0: Broadleaf;2;1606466237;399,936;401,037;24,3269;24,0578;401,02;24,1977;700,049;101,446;0,0996652;27,9968;27,4607;999,9;0;0;10031,2;0;1,92485;49,777;0,899833;0,100167;0;627,283;4,99918;282,761;358,341;35,437;39,875;37,687;39,687;38,062;40,29;4,49;0;180,0999999;0;628,38756;-8,930384622;-6,556999986;284,7304;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;1,48730112;0,122848841;0,03291548;1;1;1;1/1;3,35925;2,74141;0,0920979;0,0915594;0,119583;0,117186;28477,2;26916,1;29592,1;28112,5;37277,5;35902,8;45435,5;43935,4;2,45823;2,16342;0,0579841;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;12,1;12,1;2;774,217;680,705;27,8415;27,0238;30;27,0397;27,0917;25,276;14,0672;100;27,8426;401,104;24,1164;99,8873;100,231
4;1606466418;541,5;20201127 09:40:17;09:40:17;LV6_2;1606466418;0,001123027;4,048528549;399,904;323,6340662;32,86367951;40,6085708;0,094720283;3,320300116;0,093244334;0,058408401;16,52407513;27,82169582;27,39;3,661966973;65,26455509;2,475920111;3,793667339;1,186046862;-49,52548315;108,2437308;7,084418306;82,3267411;0;0;1;0;53608,54049;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3124-20201127-09_40_23;652,08316;2279,01;0,713874375;0,5;84,44038811;4,048528549;30,13991465;1;0,055572452;0,112851633;-;0;2279,01;0,713874375;0,101407618;0,922360428;0,127254803;100,185;84,44038811;0,842844619;0,195689237;4,49;0,5;0: Broadleaf;2;1606466418;399,904;402,789;24,3823;23,6795;400,988;24,2531;699,978;101,446;0,099798;27,9947;27,39;999,9;0;0;10028,1;0;1,92485;100,185;0,900245;0,0997545;0;651,664;4,99918;627,488;761,829;35,687;40,062;37,875;39,812;38,25;85,69;9,5;0;180;0;652,08316;-3,238615373;0,963153835;626,25932;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;3,954578035;-0,13216177;0,044897922;1;1;1;1/1;3,35915;2,74151;0,0921007;0,0918688;0,119783;0,115917;28478,4;26908,7;29593,3;28114,2;37270,7;35958;45438;43937,7;2,45918;2,16272;0,0533089;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;15,1;15,1;2;774,571;679,655;27,8148;26,9829;29,9999;27,0071;27,0598;25,3738;15,2194;100;27,818;402,921;23,6561;99,8923;100,237
5;1606466598;722;20201127 09:43:18;09:43:18;LV6_2;1606466598;0,001757491;6,303641123;399,914;324,7498388;32,97677272;40,60932912;0,150935612;3,312996038;0,147216894;0,09233704;24,75687205;27,71940354;27,3329;3,649739634;65,20804741;2,474036002;3,794065457;1,175703632;-77,50534478;118,5257568;7,772323771;73,54960788;0;0;1;0;53431,60613;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3125-20201127-09_43_23;691,1264;2284,78;0,697508557;0,5;126,4369882;6,303641123;44,09544057;1;0,05494968;0,110041229;-;0;2284,78;0,697508557;0,099132561;0,9005508;0,12439987;150,002;126,4369882;0,842902016;0,195804032;4,49;0,5;0: Broadleaf;2;1606466598;399,914;404,408;24,3639;23,2641;400,998;24,2347;700,025;101,445;0,100155;27,9965;27,3329;999,9;0;0;9993,75;0;1,92485;150,002;0,899947;0,100053;0;691,175;4,99918;1013,51;1160,45;35,875;40,187;38,062;40;38,437;130,49;14,51;0;180;0;691,1264;-0,965076926;0,866153843;1013,8092;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;6,224668747;0,016127842;0,036985407;1;1;1;1/1;3,35926;2,74157;0,0921062;0,0921504;0,119724;0,114508;28480,1;26901,9;29595,1;28115,7;37275,3;36018,7;45440,6;43939,6;2,46007;2,16155;0,0516139;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;18,1;18,1;2;775,021;678,29;27,7924;26,9635;30,0001;26,9845;27,0371;25,4598;16,3254;100;27,7931;404,409;23,2789;99,8982;100,242
6;1606466779;902,5;20201127 09:46:18;09:46:18;LV6_2;1606466779;0,002576673;10,72971784;399,91;314,3802133;31,92342658;40,60846384;0,224949813;3,316167913;0,216803338;0,136209435;49,5649796;27,66135143;27,2895;3,640469848;65,09608;2,469946272;3,794308769;1,170523576;-113,6312747;126,5949993;8,291775225;70,8204794;0;0;1;0;53508,05431;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3126-20201127-09_46_24;875,65508;2162,73;0,595115858;0,5;253,0182595;10,72971784;75,28758931;1;0,044952284;0,172684524;-;0;2162,73;0,595115858;0,147255737;0,781184894;0,184788877;300,159;253,0182595;0,842947436;0,195894872;4,49;0,5;0: Broadleaf;2;1606466779;399,91;407,454;24,3239;22,7112;400,994;24,1947;699,935;101,444;0,100007;27,9976;27,2895;999,9;0;0;10008,8;0;1,92485;300,159;0,900085;0,0999152;0;875,211;4,99918;2617,62;2362,24;36,25;40,375;38,312;40,125;38,687;265,67;29,49;0;180;0;875,65508;-5,087307676;-14,09384607;2617,0876;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;10,58183138;-0,05282708;0,030536376;1;1;1;1/1;3,35909;2,74155;0,0921068;0,0926748;0,119588;0,112612;28479,5;26887,1;29594,5;28116,3;37280,1;36098,7;45439,4;43940;2,46075;2,15968;0,048466;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;21,1;21,1;2;775,406;676,41;27,7153;26,9499;30;26,9709;27,0235;25,6058;18,9339;100;27,7183;407,462;22,648;99,8957;100,243
7;1606466966;1090;20201127 09:49:26;09:49:26;LV6_2;1606466966;0,003120795;13,07781842;399,956;313,7112788;31,85614654;40,61395877;0,273606035;3,307441426;0,261624919;0,164548307;74,04276968;27,66135491;27,2755;3,637483981;64,90819753;2,462573362;3,793932747;1,17491062;-137,6270381;128,4550875;8,435146544;73,30596556;0;0;1;0;53297,55564;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3127-20201127-09_49_31;975,97292;1935,3;0,495699416;0,5;379,1611433;13,07781842;93,97497867;1;0,03619002;0,310494497;-;0;1935,3;0,495699416;0,236929264;0,675504815;0,297318758;449,968;379,1611433;0,842640239;0,195280479;4,49;0,5;0: Broadleaf;2;1606466966;399,956;409,145;24,2508;22,2976;401,04;24,1217;700,008;101,446;0,100067;27,9959;27,2755;999,9;0;0;9967,5;0;1,92485;449,968;0,910995;0,0890048;0;971,885;4,99918;4359,03;3572,74;36,75;40,625;38,687;40,312;39,062;405,36;39,6;0;187,2;0;975,97292;-31,06223079;-142,6223077;4376,376;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;13,03872628;0,94629824;0,091759746;1;1;1;1/1;3,35924;2,74125;0,0921183;0,0929671;0,119342;0,111185;28481;26877,9;29596,4;28115,8;37292,5;36157,7;45441,6;43938,9;2,46097;2,15867;0,0473335;0;100;100;-1,084;0,1291;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;24,2;24,2;2;775,44;675,356;27,638;26,943;30;26,9596;27,0121;25,6873;19,5857;100;27,6412;409,1;22,3585;99,9012;100,241
8;1606467147;1270,5;20201127 09:52:26;09:52:26;LV6_2;1606467147;0,003409301;14,43991889;399,957;312,7215577;31,75574104;40,61418411;0,299386206;3,324554955;0,28517401;0,179454432;97,99725455;27,72707959;27,3373;3,650680577;65,17036424;2,473283855;3,795105159;1,177396721;-150,3501745;118,9930587;7,776190512;74,41632926;0;0;1;0;53710,35463;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3128-20201127-09_52_32;959,1031538;1670,48;0,425851759;0,5;505,1712016;14,43991889;107,5640224;1;0,029859085;0,518246253;-;0;1670,48;0,425851759;0,34134532;0,61572773;0,428348802;599,97;505,1712016;0,841994102;0,193988205;4,49;0,5;0: Broadleaf;2;1606467147;399,957;410,094;24,3562;22,2226;401,041;24,227;699,987;101,447;0,0993765;28,0012;27,3373;999,9;0;0;10048,1;0;1,92485;599,97;0,932967;0,0670327;0;953,578;4,99918;5690,93;4808,21;37,25;40,875;39,062;40,625;39,5;555,09;39,88;0;180;0;959,1031538;-44,9247179;-268,6659825;5724,012308;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;14,45404169;0,039988174;0,043820157;1;1;1;1/1;3,3592;2,74127;0,0921227;0,0931334;0,119709;0,110928;28480,2;26873,2;29595,7;28116;37276,7;36168,9;45441,6;43939,5;2,4613;2,15812;0,0518002;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;27,3;27,2;2;775,622;674,769;27,5207;26,9384;30,0001;26,9529;27,0053;25,7544;19,5612;100;27,5202;410,098;22,2695;99,9002;100,242
9;1606467328;1451,4;20201127 09:55:27;09:55:27;LV6_2;1606467328;0,003528633;15,88909937;399,962;305,1350962;30,98582955;40,6153029;0,30155009;3,315445698;0,287099461;0,180677774;145,81378;27,95086037;27,4789;3,681075097;65,10054359;2,470792524;3,795348529;1,210282573;-155,6127286;93,55372424;6,134891465;89,88966711;0;0;1;0;53489,84655;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3129-20201127-09_55_33;927,026;1383,69;0,330033461;0,5;756,9811837;15,88909937;124,9145601;1;0,021840873;0,832925005;-;0;1383,69;0,330033461;0,454423941;0,525775508;0,570249362;899,762;756,9811837;0,841312685;0,192625369;4,49;0,5;0: Broadleaf;2;1606467328;399,962;411,058;24,3313;22,1232;401,046;24,2021;700,062;101,448;0,0999043;28,0023;27,4789;999,9;0;0;10005;0;1,92485;899,762;0,956;0,0440001;0;920,818;4,99918;8243,01;7279,94;38;41,25;39,562;40,937;40,062;855,39;39,37;0;180,5999999;0;927,026;-49,67063248;-446,6283759;8301,006923;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;15,921998;-0,144997679;0,059287203;1;1;1;1/1;3,35935;2,74141;0,0921251;0,0933005;0,119625;0,110584;28479,9;26868,9;29595,4;28116,6;37279,6;36183,4;45440,8;43939,5;2,4616;2,15735;0,0597015;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;30,3;30,2;2;775,846;674,038;27,2965;26,9391;30,0001;26,9506;27,003;25,8254;19,8648;100;27,2963;411,069;22,1375;99,8988;100,243
10;1606467508;1631,9;20201127 09:58:28;09:58:28;LV6_2;1606467508;0,003490287;16,63919326;399,986;296,9951563;30,15895348;40,61735994;0,288867635;3,310914837;0,275560893;0,173370027;193,7253244;28,21301766;27,6558;3,719356896;65,13624477;2,472363689;3,79568042;1,246993207;-153,9216518;62,11731816;4,082616678;106,0036075;0;0;1;0;53380,06861;RECT-3121-20201127-09_31_23;515,1368;2536,2;2021,0632;0,796886365;-0,644030876;MPF-3130-20201127-09_58_33;845,24572;1160,56;0,271691494;0,5;1009,132791;16,63919326;137,0863977;1;0,017126809;1,185324326;-;0;1160,56;0,271691494;0,542402019;0,488538807;0,680651649;1199,94;1009,132791;0,840986042;0,191972084;4,49;0,5;0: Broadleaf;2;1606467508;399,986;411,554;24,347;22,1628;401,07;24,2178;700,02;101,447;0,099954;28,0038;27,6558;999,9;0;0;9983,75;0;1,92485;1199,94;0,966998;0,0330017;0;840,709;4,99918;10065,2;9753,49;38,875;41,75;40,187;41,312;40,687;1155,51;39,44;0;180;0;845,24572;-39,44484609;-461,8307685;10120,54;15;1606465515;09:25:15;1606465511;1606465514;6;0,012;-0,007;-1,084;0,129;400;25;0,6;0,15;16,58968246;-0,152776873;0,055418146;1;1;1;1/1;3,35926;2,7413;0,0921285;0,0933855;0,119678;0,110721;28480,7;26864,9;29596,4;28115,2;37278,7;36176,1;45442,4;43937,6;2,46123;2,15725;0,0704974;0;100;100;-1,084;0,1292;-1,083952381;0;0;0;0,129185;0;0;0;-1;-1;-1;-1;33,3;33,2;2;775,542;673,947;27,0926;26,9451;30,0001;26,9517;27,003;25,8811;18,5697;100;27,0901;411,531;22,2069;99,9022;100,238
